id	SNR	n_genes	n_samples	genes	samples	direction	genes_up	genes_down	gene_indexes	sample_indexes
0	5.151821311950501	8	4	ENSG00000012223|LTF ENSG00000076043|REXO2 ENSG00000118113|MMP8 ENSG00000133048|CHI3L1 ENSG00000164047|CAMP ENSG00000164048|ZNF589 ENSG00000242247|ARFGAP3 ENSG00000283646|LINC02009	healthy-6968-p_15 pah-6942-p_9 pah-6958-p_40 ph-lung-6980-p_26	UP	ENSG00000012223|LTF ENSG00000076043|REXO2 ENSG00000118113|MMP8 ENSG00000133048|CHI3L1 ENSG00000164047|CAMP ENSG00000164048|ZNF589 ENSG00000242247|ARFGAP3 ENSG00000283646|LINC02009		3537 4853 7653 13538 15490 15678 16117 16123	7 21 30 49
1	4.772115994992848	3	3	ENSG00000115155|OTOF ENSG00000137959|IFI44L ENSG00000183844|FAM3B	healthy-6960-p_32 pah-6744-p_2 ph-lung-6754-p_20	UP	ENSG00000115155|OTOF ENSG00000137959|IFI44L ENSG00000183844|FAM3B		4185 11161 16079	6 24 39
2	3.489253503951875	15	3	ENSG00000100373|UPK3A ENSG00000104881|PPP1R13L ENSG00000113356|POLR3G ENSG00000131400|NAPSA ENSG00000144115|THNSL2 ENSG00000222375|RN7SKP127 ENSG00000224805|LINC00853 ENSG00000226766|FABP7P1 ENSG00000233411|ENSG00000233411 ENSG00000246334|PRR7-AS1 ENSG00000274275|ENSG00000274275 ENSG00000274591|ENSG00000274591 ENSG00000279981|ENSG00000279981 ENSG00000288704|ENSG00000288704 ENSG00000291299|ENSG00000291299	healthy-6818-p_59 ph-lung-6748-p_43 ph-lung-6976-p_12	UP	ENSG00000100373|UPK3A ENSG00000104881|PPP1R13L ENSG00000113356|POLR3G ENSG00000131400|NAPSA ENSG00000144115|THNSL2 ENSG00000222375|RN7SKP127 ENSG00000224805|LINC00853 ENSG00000226766|FABP7P1 ENSG00000233411|ENSG00000233411 ENSG00000246334|PRR7-AS1 ENSG00000274275|ENSG00000274275 ENSG00000274591|ENSG00000274591 ENSG00000279981|ENSG00000279981 ENSG00000288704|ENSG00000288704 ENSG00000291299|ENSG00000291299		10168 10739 11283 11349 11742 11824 12688 13564 13969 14896 14969 15118 15417 15991 16063	3 37 48
3	3.4781567793669073	6	20	ENSG00000108821|COL1A1 ENSG00000115414|FN1 ENSG00000164692|COL1A2 ENSG00000168542|COL3A1 ENSG00000229638|RPL4P4 ENSG00000267077|ENSG00000267077	healthy-6667-p_49 healthy-6688-p_56 healthy-6743-p_63 healthy-6818-p_59 healthy-6884-p_64 healthy-6935-p_54 pah-6637-p_41 pah-6803-p_50 pah-6875-p_60 pah-6890-p_47 pah-6958-p_40 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6747-p_46 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6825-p_52 ph-lung-6885-p_58 ph-lung-6912-p_65 ph-lung-6949-p_66	UP	ENSG00000108821|COL1A1 ENSG00000115414|FN1 ENSG00000164692|COL1A2 ENSG00000168542|COL3A1 ENSG00000229638|RPL4P4 ENSG00000267077|ENSG00000267077		12513 12987 13955 14079 16046 16094	2 3 5 9 10 11 13 16 19 21 28 32 33 35 36 37 38 42 43 46
4	3.274252372317413	3	5	ENSG00000089199|CHGB ENSG00000100376|FAM118A ENSG00000289723|ENSG00000289723	healthy-6884-p_64 pah-6712-p_17 pah-6751-p_24 pah-6904-p_25 ph-lung-6912-p_65	UP	ENSG00000089199|CHGB ENSG00000100376|FAM118A ENSG00000289723|ENSG00000289723		2631 15656 16124	11 15 25 29 33
5	3.095443210891903	28	4	ENSG00000069956|MAPK6 ENSG00000105722|ERF ENSG00000112715|VEGFA ENSG00000119508|NR4A3 ENSG00000120875|DUSP4 ENSG00000125538|IL1B ENSG00000125812|GZF1 ENSG00000128881|TTBK2 ENSG00000138670|RASGEF1B ENSG00000139722|VPS37B ENSG00000143751|SDE2 ENSG00000146242|TPBG ENSG00000151014|NOCT ENSG00000161835|TAMALIN ENSG00000162772|ATF3 ENSG00000170525|PFKFB3 ENSG00000183628|DGCR6 ENSG00000185022|MAFF ENSG00000196878|LAMB3 ENSG00000228252|COL6A4P2 ENSG00000229447|ENSG00000229447 ENSG00000230701|FBXW4P1 ENSG00000250397|ENSG00000250397 ENSG00000261026|ENSG00000261026 ENSG00000274286|ADRA2B ENSG00000282499|TRBV25-1 ENSG00000286177|ENSG00000286177 ENSG00000287823|ENSG00000287823	pah-6634-p_28 pah-6637-p_41 ph-lung-6678-p_42 ph-lung-6749-p_57	UP	ENSG00000069956|MAPK6 ENSG00000105722|ERF ENSG00000112715|VEGFA ENSG00000119508|NR4A3 ENSG00000120875|DUSP4 ENSG00000125538|IL1B ENSG00000125812|GZF1 ENSG00000128881|TTBK2 ENSG00000138670|RASGEF1B ENSG00000139722|VPS37B ENSG00000143751|SDE2 ENSG00000146242|TPBG ENSG00000151014|NOCT ENSG00000161835|TAMALIN ENSG00000162772|ATF3 ENSG00000170525|PFKFB3 ENSG00000183628|DGCR6 ENSG00000185022|MAFF ENSG00000196878|LAMB3 ENSG00000228252|COL6A4P2 ENSG00000229447|ENSG00000229447 ENSG00000230701|FBXW4P1 ENSG00000250397|ENSG00000250397 ENSG00000261026|ENSG00000261026 ENSG00000274286|ADRA2B ENSG00000282499|TRBV25-1 ENSG00000286177|ENSG00000286177 ENSG00000287823|ENSG00000287823		2652 3081 3955 4251 4842 6831 7033 7037 7122 7237 7277 7363 7431 11013 11375 11825 12082 12201 13585 13769 14095 14391 14407 14742 14918 15354 15919 16023	13 22 36 38
6	3.0851058666466593	12	7	ENSG00000104889|RNASEH2A ENSG00000121101|TEX14 ENSG00000162510|MATN1 ENSG00000184270|H2AC21 ENSG00000198723|TEX45 ENSG00000217275|ENSG00000217275 ENSG00000240023|RPLP0P3 ENSG00000263503|MAPK8IP1P2 ENSG00000267062|ENSG00000267062 ENSG00000284491|THSD8 ENSG00000284797|ENSG00000284797 ENSG00000291174|ENSG00000291174	healthy-6620-p_6 healthy-6667-p_49 pah-6634-p_28 pah-6803-p_50 ph-lung-6678-p_42 ph-lung-6748-p_43 ph-lung-6976-p_12	UP	ENSG00000104889|RNASEH2A ENSG00000121101|TEX14 ENSG00000162510|MATN1 ENSG00000184270|H2AC21 ENSG00000198723|TEX45 ENSG00000217275|ENSG00000217275 ENSG00000240023|RPLP0P3 ENSG00000263503|MAPK8IP1P2 ENSG00000267062|ENSG00000267062 ENSG00000284491|THSD8 ENSG00000284797|ENSG00000284797 ENSG00000291174|ENSG00000291174		10134 13158 13682 14074 14244 14766 15264 15882 16045 16076 16114 16127	0 2 16 22 36 37 48
7	2.714733188367499	3	7	ENSG00000135679|MDM2 ENSG00000136634|IL10 ENSG00000183762|KREMEN1	pah-6875-p_60 pah-6922-p_35 pah-6958-p_40 ph-lung-6747-p_46 ph-lung-6754-p_20 ph-lung-6825-p_52 ph-lung-6932-p_21	UP	ENSG00000135679|MDM2 ENSG00000136634|IL10 ENSG00000183762|KREMEN1		2851 12470 14745	20 21 28 32 39 42 45
8	2.710536424440255	9	3	ENSG00000164776|PHKG1 ENSG00000174059|CD34 ENSG00000224411|HSP90AA2P ENSG00000225231|LINC02470 ENSG00000226419|SLC16A1-AS1 ENSG00000227836|ENSG00000227836 ENSG00000235683|ENSG00000235683 ENSG00000278972|ENSG00000278972 ENSG00000280381|ENSG00000280381	healthy-6818-p_59 ph-lung-6748-p_43 ph-lung-6822-p_18	UP	ENSG00000164776|PHKG1 ENSG00000174059|CD34 ENSG00000224411|HSP90AA2P ENSG00000225231|LINC02470 ENSG00000226419|SLC16A1-AS1 ENSG00000227836|ENSG00000227836 ENSG00000235683|ENSG00000235683 ENSG00000278972|ENSG00000278972 ENSG00000280381|ENSG00000280381		9436 11950 13038 14798 15234 15700 15894 15968 16040	3 37 41
9	2.7026588251806065	2	3	ENSG00000049247|UTS2 ENSG00000241566|IGKV2D-24	pah-6608-p_16 ph-lung-6748-p_43 ph-lung-6825-p_52	UP	ENSG00000049247|UTS2 ENSG00000241566|IGKV2D-24		13350 16129	12 37 42
10	2.685998555752935	21	6	ENSG00000004939|SLC4A1 ENSG00000104892|KLC3 ENSG00000133742|CA1 ENSG00000136732|GYPC ENSG00000143416|SELENBP1 ENSG00000158578|ALAS2 ENSG00000163554|SPTA1 ENSG00000165949|IFI27 ENSG00000166947|EPB42 ENSG00000167992|VWCE ENSG00000169877|AHSP ENSG00000173868|PHOSPHO1 ENSG00000180537|RNF182 ENSG00000196565|HBG2 ENSG00000198010|DLGAP2 ENSG00000206177|HBM ENSG00000211638|IGLV8-61 ENSG00000238243|OR2W3 ENSG00000249790|LINC02972 ENSG00000260592|ENSG00000260592 ENSG00000281990|IGHV1-69-2	healthy-6968-p_15 pah-6824-p_34 pah-6922-p_35 ph-lung-6662-p_55 ph-lung-6748-p_43 ph-lung-6980-p_26	UP	ENSG00000004939|SLC4A1 ENSG00000104892|KLC3 ENSG00000133742|CA1 ENSG00000136732|GYPC ENSG00000143416|SELENBP1 ENSG00000158578|ALAS2 ENSG00000163554|SPTA1 ENSG00000165949|IFI27 ENSG00000166947|EPB42 ENSG00000167992|VWCE ENSG00000169877|AHSP ENSG00000173868|PHOSPHO1 ENSG00000180537|RNF182 ENSG00000196565|HBG2 ENSG00000198010|DLGAP2 ENSG00000206177|HBM ENSG00000211638|IGLV8-61 ENSG00000238243|OR2W3 ENSG00000249790|LINC02972 ENSG00000260592|ENSG00000260592 ENSG00000281990|IGHV1-69-2		5313 8388 8693 10848 11300 12403 12493 12548 13239 13657 13708 13782 14129 15945 16041 16090 16108 16119 16121 16128 16131	7 20 26 35 37 49
11	2.6575085619016323	3	12	ENSG00000184292|TACSTD2 ENSG00000234199|LINC01191 ENSG00000283445|ENSG00000283445	healthy-6620-p_6 healthy-6655-p_27 healthy-6658-p_22 healthy-6688-p_56 healthy-6743-p_63 healthy-6884-p_64 healthy-6968-p_15 pah-6744-p_2 pah-6803-p_50 pah-6863-p_3 ph-lung-6748-p_43 ph-lung-6825-p_52	UP	ENSG00000184292|TACSTD2 ENSG00000234199|LINC01191 ENSG00000283445|ENSG00000283445		13774 14677 16093	0 1 7 8 9 10 11 16 18 24 37 42
12	2.4437560020119244	3	6	ENSG00000124575|H1-3 ENSG00000139438|FAM222A ENSG00000168298|H1-4	healthy-6658-p_22 healthy-6667-p_49 pah-6634-p_28 pah-6660-p_13 pah-6803-p_50 ph-lung-6678-p_42	UP	ENSG00000124575|H1-3 ENSG00000139438|FAM222A ENSG00000168298|H1-4		13027 14621 15282	2 8 14 16 22 36
13	2.4278869737920057	7	5	ENSG00000087116|ADAMTS2 ENSG00000122025|FLT3 ENSG00000155659|VSIG4 ENSG00000169902|TPST1 ENSG00000205517|RGL3 ENSG00000211942|IGHV3-13 ENSG00000276107|THBS1-IT1	pah-6608-p_16 pah-6863-p_3 pah-6922-p_35 ph-lung-6662-p_55 ph-lung-6825-p_52	UP	ENSG00000087116|ADAMTS2 ENSG00000122025|FLT3 ENSG00000155659|VSIG4 ENSG00000169902|TPST1 ENSG00000205517|RGL3 ENSG00000211942|IGHV3-13 ENSG00000276107|THBS1-IT1		7947 9677 10778 11694 14359 15773 16116	12 18 20 35 42
14	2.253561573300979	2	4	ENSG00000082293|COL19A1 ENSG00000172264|MACROD2	healthy-6658-p_22 healthy-6960-p_32 pah-6608-p_16 pah-6634-p_28	UP	ENSG00000082293|COL19A1 ENSG00000172264|MACROD2		11906 12549	6 8 12 22
15	2.2299743069611457	7	23	ENSG00000067646|ZFY ENSG00000114374|USP9Y ENSG00000183878|UTY ENSG00000198692|EIF1AY ENSG00000231535|LINC00278 ENSG00000290853|ENSG00000290853 ENSG00000291033|TXLNGY	healthy-6620-p_6 healthy-6655-p_27 healthy-6667-p_49 healthy-6688-p_56 healthy-6818-p_59 healthy-6819-p_19 healthy-6935-p_54 healthy-6960-p_32 healthy-6968-p_15 pah-6608-p_16 pah-6637-p_41 pah-6660-p_13 pah-6712-p_17 pah-6803-p_50 pah-6858-p_7 pah-6863-p_3 pah-6890-p_47 pah-6922-p_35 pah-6958-p_40 ph-lung-6689-p_29 ph-lung-6747-p_46 ph-lung-6912-p_65 ph-lung-6932-p_21	DOWN		ENSG00000067646|ZFY ENSG00000114374|USP9Y ENSG00000183878|UTY ENSG00000198692|EIF1AY ENSG00000231535|LINC00278 ENSG00000290853|ENSG00000290853 ENSG00000291033|TXLNGY	11595 11949 12927 13058 14103 15272 15878	0 1 2 3 4 5 6 7 9 12 13 14 15 16 17 18 19 20 21 31 32 33 45
16	2.185615000775436	2	9	ENSG00000114948|ADAM23 ENSG00000233913|RPL10P9	healthy-6620-p_6 healthy-6658-p_22 pah-6637-p_41 pah-6751-p_24 pah-6803-p_50 pah-6904-p_25 ph-lung-6825-p_52 ph-lung-6912-p_65 ph-lung-6952-p_36	UP	ENSG00000114948|ADAM23 ENSG00000233913|RPL10P9		11154 14142	0 8 13 16 25 29 33 42 47
17	2.1807184756706963	4	22	ENSG00000089159|PXN ENSG00000100242|SUN2 ENSG00000150867|PIP4K2A ENSG00000163219|ARHGAP25	healthy-6743-p_63 healthy-6818-p_59 healthy-6819-p_19 healthy-6935-p_54 healthy-6960-p_32 pah-6634-p_28 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6904-p_25 pah-6922-p_35 pah-6958-p_40 ph-lung-6678-p_42 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6825-p_52 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6949-p_66	DOWN		ENSG00000089159|PXN ENSG00000100242|SUN2 ENSG00000150867|PIP4K2A ENSG00000163219|ARHGAP25	50 194 758 1028	3 4 5 6 10 18 19 20 21 22 26 28 29 33 36 37 41 42 43 44 45 46
18	2.1793982979747963	2	14	ENSG00000136193|SCRN1 ENSG00000204882|GPR20	healthy-6667-p_49 healthy-6743-p_63 healthy-6968-p_15 pah-6863-p_3 pah-6922-p_35 pah-6958-p_40 ph-lung-6662-p_55 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6754-p_20 ph-lung-6825-p_52 ph-lung-6912-p_65 ph-lung-6952-p_36 ph-lung-6980-p_26	DOWN		ENSG00000136193|SCRN1 ENSG00000204882|GPR20	5067 15745	2 7 10 18 20 21 33 35 37 38 39 42 47 49
19	2.1648527824475767	2	5	ENSG00000101197|BIRC7 ENSG00000211706|TRBV6-1	healthy-6667-p_49 healthy-6884-p_64 pah-6712-p_17 pah-6872-p_4 ph-lung-6980-p_26	UP	ENSG00000101197|BIRC7 ENSG00000211706|TRBV6-1		13661 15362	2 11 15 27 49
20	2.1569305236345886	4	4	ENSG00000072682|P4HA2 ENSG00000108823|SGCA ENSG00000138592|USP8 ENSG00000253475|ENSG00000253475	healthy-6818-p_59 pah-6890-p_47 ph-lung-6748-p_43 ph-lung-6932-p_21	UP	ENSG00000072682|P4HA2 ENSG00000108823|SGCA ENSG00000138592|USP8 ENSG00000253475|ENSG00000253475		2066 14815 14930 15774	3 19 37 45
21	2.124999540418199	3	7	ENSG00000129204|USP6 ENSG00000247121|ENSG00000247121 ENSG00000282651|IGHV5-10-1	healthy-6655-p_27 pah-6634-p_28 ph-lung-6689-p_29 ph-lung-6822-p_18 ph-lung-6825-p_52 ph-lung-6912-p_65 ph-lung-6949-p_66	UP	ENSG00000129204|USP6 ENSG00000247121|ENSG00000247121 ENSG00000282651|IGHV5-10-1		12564 14834 15861	1 22 31 33 41 42 46
22	2.12411127762095	3	10	ENSG00000041515|MYO16 ENSG00000144712|CAND2 ENSG00000170486|KRT72	healthy-6667-p_49 healthy-6884-p_64 pah-6712-p_17 pah-6744-p_2 pah-6803-p_50 pah-6858-p_7 pah-6872-p_4 pah-6942-p_9 ph-lung-6949-p_66 ph-lung-6952-p_36	UP	ENSG00000041515|MYO16 ENSG00000144712|CAND2 ENSG00000170486|KRT72		5011 14399 16095	2 11 15 16 17 24 27 30 46 47
23	2.101195401344489	4	21	ENSG00000033030|ZCCHC8 ENSG00000145216|FIP1L1 ENSG00000180376|CCDC66 ENSG00000198000|NOL8	healthy-6658-p_22 healthy-6667-p_49 healthy-6688-p_56 healthy-6743-p_63 healthy-6884-p_64 healthy-6960-p_32 pah-6608-p_16 pah-6637-p_41 pah-6660-p_13 pah-6712-p_17 pah-6751-p_24 pah-6803-p_50 pah-6858-p_7 pah-6904-p_25 pah-6942-p_9 ph-lung-6649-p_33 ph-lung-6747-p_46 ph-lung-6749-p_57 ph-lung-6754-p_20 ph-lung-6912-p_65 ph-lung-6949-p_66	UP	ENSG00000033030|ZCCHC8 ENSG00000145216|FIP1L1 ENSG00000180376|CCDC66 ENSG00000198000|NOL8		3137 3996 4215 5298	2 6 8 9 10 11 12 13 14 15 16 17 25 29 30 32 33 34 38 39 46
24	2.099630510792662	7	20	ENSG00000133316|WDR74 ENSG00000137818|RPLP1 ENSG00000188486|H2AX ENSG00000197728|RPS26 ENSG00000272084|ENSG00000272084 ENSG00000277452|RN7SL473P ENSG00000287979|ENSG00000287979	healthy-6620-p_6 healthy-6655-p_27 healthy-6658-p_22 healthy-6667-p_49 healthy-6688-p_56 healthy-6743-p_63 pah-6608-p_16 pah-6634-p_28 pah-6637-p_41 pah-6660-p_13 pah-6691-p_23 pah-6744-p_2 pah-6803-p_50 pah-6863-p_3 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6689-p_29 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6976-p_12	UP	ENSG00000133316|WDR74 ENSG00000137818|RPLP1 ENSG00000188486|H2AX ENSG00000197728|RPS26 ENSG00000272084|ENSG00000272084 ENSG00000277452|RN7SL473P ENSG00000287979|ENSG00000287979		2235 3222 5700 6726 10412 13312 13883	0 1 2 8 9 10 12 13 14 16 18 22 23 24 31 35 36 37 38 48
25	2.07577581617226	3	9	ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1	healthy-6620-p_6 healthy-6667-p_49 healthy-6688-p_56 healthy-6743-p_63 pah-6744-p_2 pah-6803-p_50 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6748-p_43	UP	ENSG00000173065|FAM222B ENSG00000177238|TRIM72 ENSG00000244945|RUFY1-AS1		8186 13313 14483	0 2 9 10 16 24 35 36 37
26	2.0529323925256304	2	23	ENSG00000128928|IVD ENSG00000143374|TARS2	healthy-6620-p_6 healthy-6658-p_22 healthy-6743-p_63 healthy-6884-p_64 healthy-6968-p_15 pah-6608-p_16 pah-6637-p_41 pah-6660-p_13 pah-6691-p_23 pah-6824-p_34 pah-6858-p_7 pah-6872-p_4 pah-6875-p_60 pah-6922-p_35 pah-6958-p_40 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6678-p_42 ph-lung-6689-p_29 ph-lung-6749-p_57 ph-lung-6754-p_20 ph-lung-6825-p_52 ph-lung-6912-p_65	DOWN		ENSG00000128928|IVD ENSG00000143374|TARS2	2559 5498	0 7 8 10 11 12 13 14 17 20 21 23 26 27 28 31 33 34 35 36 38 39 42
27	2.03016176080225	5	19	ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2	healthy-6658-p_22 healthy-6688-p_56 healthy-6818-p_59 healthy-6968-p_15 pah-6608-p_16 pah-6634-p_28 pah-6637-p_41 pah-6691-p_23 pah-6744-p_2 pah-6751-p_24 pah-6803-p_50 pah-6824-p_34 pah-6863-p_3 ph-lung-6678-p_42 ph-lung-6689-p_29 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6932-p_21 ph-lung-6976-p_12	UP	ENSG00000063177|RPL18 ENSG00000100055|CYTH4 ENSG00000132475|H3-3B ENSG00000132507|EIF5A ENSG00000163466|ARPC2		160 332 579 1701 2134	3 7 8 9 12 13 16 18 22 23 24 25 26 31 36 37 38 45 48
28	2.0297922644214266	4	22	ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120	healthy-6655-p_27 healthy-6818-p_59 healthy-6819-p_19 healthy-6935-p_54 healthy-6968-p_15 pah-6744-p_2 pah-6824-p_34 pah-6863-p_3 pah-6875-p_60 pah-6890-p_47 pah-6922-p_35 pah-6958-p_40 ph-lung-6748-p_43 ph-lung-6822-p_18 ph-lung-6825-p_52 ph-lung-6885-p_58 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6932-p_21 ph-lung-6952-p_36 ph-lung-6976-p_12 ph-lung-6980-p_26	DOWN		ENSG00000070061|ELP1 ENSG00000112144|CILK1 ENSG00000138468|SENP7 ENSG00000168944|CEP120	2360 4377 4380 7188	1 3 4 5 7 18 19 20 21 24 26 28 33 37 41 42 43 44 45 47 48 49
29	2.0018530860171544	8	25	ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737	healthy-6658-p_22 healthy-6667-p_49 healthy-6743-p_63 healthy-6884-p_64 healthy-6935-p_54 healthy-6960-p_32 pah-6660-p_13 pah-6712-p_17 pah-6803-p_50 pah-6858-p_7 pah-6872-p_4 pah-6904-p_25 pah-6942-p_9 ph-lung-6649-p_33 ph-lung-6662-p_55 ph-lung-6747-p_46 ph-lung-6754-p_20 ph-lung-6755-p_1 ph-lung-6822-p_18 ph-lung-6825-p_52 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6949-p_66 ph-lung-6952-p_36 ph-lung-6980-p_26	UP	ENSG00000081386|ZNF510 ENSG00000083817|ZNF416 ENSG00000090861|AARS1 ENSG00000121417|ZNF211 ENSG00000137601|NEK1 ENSG00000139697|SBNO1 ENSG00000203326|ZNF525 ENSG00000237440|ZNF737		2366 2618 5118 7984 8650 8987 9801 11666	2 5 6 8 10 11 14 15 16 17 27 29 30 32 33 34 35 39 40 41 42 44 46 47 49
30	2.0008063544409347	4	18	ENSG00000214401|KANSL1-AS1 ENSG00000238083|LRRC37A2 ENSG00000246228|CASC8 ENSG00000285668|ENSG00000285668	healthy-6620-p_6 healthy-6743-p_63 healthy-6960-p_32 pah-6634-p_28 pah-6751-p_24 pah-6803-p_50 pah-6824-p_34 pah-6863-p_3 pah-6872-p_4 pah-6904-p_25 pah-6942-p_9 ph-lung-6748-p_43 ph-lung-6749-p_57 ph-lung-6754-p_20 ph-lung-6898-p_8 ph-lung-6912-p_65 ph-lung-6949-p_66 ph-lung-6976-p_12	UP	ENSG00000214401|KANSL1-AS1 ENSG00000238083|LRRC37A2 ENSG00000246228|CASC8 ENSG00000285668|ENSG00000285668		10852 11474 14031 15708	0 6 10 16 18 22 25 26 27 29 30 33 37 38 39 44 46 48
